path	line	classification	keywords	snippet
advisor-os/activity/application/pipeline-to-activity-projector.mjs	55	FROZEN_ACTIVITY_REFERENCE	POINT	"point",
advisor-os/activity/application/pipeline-to-activity-projector.mjs	56	FROZEN_ACTIVITY_REFERENCE	POINT	"points",
advisor-os/activity/application/pipeline-to-activity-projector.mjs	58	FROZEN_ACTIVITY_REFERENCE	SCORE	"score",
advisor-os/activity/application/pipeline-to-activity-projector.mjs	60	FROZEN_ACTIVITY_REFERENCE	WEIGHT	"weight",
advisor-os/activity/application/pipeline-to-activity-projector.mjs	61	FROZEN_ACTIVITY_REFERENCE	MULTIPLIER	"multiplier",
advisor-os/activity/domain/activity-record.mjs	98	FROZEN_ACTIVITY_REFERENCE	POINT	"point",
advisor-os/activity/domain/activity-record.mjs	99	FROZEN_ACTIVITY_REFERENCE	POINT	"points",
advisor-os/activity/domain/activity-record.mjs	101	FROZEN_ACTIVITY_REFERENCE	SCORE	"score",
advisor-os/activity/domain/activity-record.mjs	103	FROZEN_ACTIVITY_REFERENCE	WEIGHT	"weight",
advisor-os/activity/domain/activity-record.mjs	104	FROZEN_ACTIVITY_REFERENCE	MULTIPLIER	"multiplier",
advisor-os/activity/foundation/activity-foundation-freeze.v1.json	90	FROZEN_ACTIVITY_REFERENCE	PERFORMANCE	"path": "docs/architecture/performance/ACT-09_ACTIVITY_REMOTE_READ_ACCEPTANCE_CLOSURE.md",
advisor-os/activity/infrastructure/in-memory-activity-repository.mjs	138	FROZEN_ACTIVITY_REFERENCE	TARGET	const target =
advisor-os/activity/infrastructure/in-memory-activity-repository.mjs	143	FROZEN_ACTIVITY_REFERENCE	TARGET	if (!target) {
advisor-os/activity/infrastructure/in-memory-activity-repository.mjs	150	FROZEN_ACTIVITY_REFERENCE	TARGET	target.organizationId !==
advisor-os/activity/infrastructure/in-memory-activity-repository.mjs	159	FROZEN_ACTIVITY_REFERENCE	TARGET	target.advisorId !==
advisor-os/advisor-performance-engine.js	3	RUNTIME_OR_PLATFORM	PERFORMANCE	| MODULE: advisor-performance-engine.js
advisor-os/advisor-performance-engine.js	6	RUNTIME_OR_PLATFORM	PERFORMANCE	| Performance analytics para asesores.
advisor-os/advisor-performance-engine.js	13	RUNTIME_OR_PLATFORM	POINT	puntos = 0,
advisor-os/advisor-performance-engine.js	21	RUNTIME_OR_PLATFORM	SCORE	let score = 0;
advisor-os/advisor-performance-engine.js	25	RUNTIME_OR_PLATFORM	POINT	| Puntos
advisor-os/advisor-performance-engine.js	29	RUNTIME_OR_PLATFORM	POINT,SCORE	score += puntos * 2;
advisor-os/advisor-performance-engine.js	37	RUNTIME_OR_PLATFORM	SCORE	score += cierres * 15;
advisor-os/advisor-performance-engine.js	45	RUNTIME_OR_PLATFORM	SCORE	score += llamadas;
advisor-os/advisor-performance-engine.js	49	RUNTIME_OR_PLATFORM	SCORE	score,
advisor-os/advisor-performance-engine.js	52	RUNTIME_OR_PLATFORM	SCORE	obtenerNivel(score)
advisor-os/advisor-performance-engine.js	58	RUNTIME_OR_PLATFORM	SCORE	score
advisor-os/advisor-performance-engine.js	62	RUNTIME_OR_PLATFORM	SCORE	if (score >= 200) {
advisor-os/advisor-performance-engine.js	67	RUNTIME_OR_PLATFORM	SCORE	if (score >= 120) {
advisor-os/advisor-performance-engine.js	72	RUNTIME_OR_PLATFORM	SCORE	if (score >= 60) {
advisor-os/advisor-score-engine.js	3	RUNTIME_OR_PLATFORM	SCORE	| MODULE: advisor-score-engine.js
advisor-os/advisor-score-engine.js	11	RUNTIME_OR_PLATFORM	PERFORMANCE	| Advisor performance scoring.
advisor-os/commercial-intelligence/sales-dna-evolution-engine.js	12	RUNTIME_OR_PLATFORM	PERFORMANCE	performance
advisor-os/commercial-intelligence/sales-dna-evolution-engine.js	23	RUNTIME_OR_PLATFORM	PERFORMANCE	performance.storytellingWins
advisor-os/commercial-intelligence/sales-dna-evolution-engine.js	27	RUNTIME_OR_PLATFORM	PERFORMANCE	performance.analyticalWins
advisor-os/commercial-intelligence/sales-dna-evolution-engine.js	37	RUNTIME_OR_PLATFORM	PERFORMANCE	performance.relationshipWins
advisor-os/commercial-intelligence/sales-dna-evolution-engine.js	41	RUNTIME_OR_PLATFORM	PERFORMANCE	performance.directWins
advisor-os/commercial-intelligence/sales-dna-match-engine.js	74	RUNTIME_OR_PLATFORM	SCORE	const score =
advisor-os/commercial-intelligence/sales-dna-match-engine.js	85	RUNTIME_OR_PLATFORM	SCORE	score,
advisor-os/commercial-intelligence/sales-dna-match-engine.js	88	RUNTIME_OR_PLATFORM	SCORE	score >= 80
advisor-os/concursos/concursos.js	26	RUNTIME_OR_PLATFORM	WEIGHT	font-weight:800;
advisor-os/concursos/concursos.js	93	RUNTIME_OR_PLATFORM	WEIGHT	font-weight:800;
advisor-os/concursos/concursos.js	377	RUNTIME_OR_PLATFORM	TARGET	? 'Meta alcanzada'
advisor-os/dashboard/advisor-sales-nba-consumer.js	2	RUNTIME_OR_PLATFORM	TARGET	export function renderAdvisorSalesNbaCard(recommendation){if(!recommendation||recommendation.recommendationAvailable===false)return `<section class="forge-dashboard-nba forge-dashboard-nba--limited" aria-labelledby="sales-nba-title"><p class="forge-pipeline-kicker">Siguiente mejor acción</p><h2 id="
advisor-os/dashboard/dashboard-executive.js	7	RUNTIME_OR_PLATFORM	KPI	| - KPIs
advisor-os/dashboard/dashboard-executive.js	9	RUNTIME_OR_PLATFORM	SCORE	| - Health Score
advisor-os/dashboard/dashboard-executive.js	96	RUNTIME_OR_PLATFORM	KPI	const kpis =
advisor-os/dashboard/dashboard-executive.js	97	RUNTIME_OR_PLATFORM	KPI	dashboardData.dashboard.kpis;
advisor-os/dashboard/dashboard-executive.js	100	RUNTIME_OR_PLATFORM	KPI	<div class="kpi-grid">
advisor-os/dashboard/dashboard-executive.js	102	RUNTIME_OR_PLATFORM	KPI	<div class="kpi-card">
advisor-os/dashboard/dashboard-executive.js	105	RUNTIME_OR_PLATFORM	KPI	${kpis.persistencia}%
advisor-os/dashboard/dashboard-executive.js	109	RUNTIME_OR_PLATFORM	KPI	<div class="kpi-card">
advisor-os/dashboard/dashboard-executive.js	112	RUNTIME_OR_PLATFORM	KPI	${kpis.retencion}%
advisor-os/dashboard/dashboard-executive.js	131	RUNTIME_OR_PLATFORM	SCORE	Health Score
advisor-os/dashboard/dashboard-executive.js	135	RUNTIME_OR_PLATFORM	SCORE	${health.score}
advisor-os/presentation/browser/forge-sales-presentation-editable-preview.js	181	RUNTIME_OR_PLATFORM	TARGET	<span>Objetivo del cliente</span>
advisor-os/presentation/browser/forge-sales-presentation-editable-preview.js	309	RUNTIME_OR_PLATFORM	TARGET	"objetivo",
advisor-os/presentation/browser/forge-sales-presentation-editable-preview.js	310	RUNTIME_OR_PLATFORM	TARGET	"meta del cliente",
advisor-os/presentation/browser/forge-sales-presentation-editable-preview.js	691	RUNTIME_OR_PLATFORM	TARGET	const field = event.target.closest(
advisor-os/presentation/browser/forge-sales-presentation-editable-preview.js	701	RUNTIME_OR_PLATFORM	TARGET	if (!event.target.matches('[data-role="reviewer"]')) {
advisor-os/presentation/browser/forge-sales-presentation-editable-preview.js	712	RUNTIME_OR_PLATFORM	TARGET	!event.target.value.trim();
advisor-os/presentation/browser/forge-sales-presentation-editable-preview.js	716	RUNTIME_OR_PLATFORM	TARGET	const slideButton = event.target.closest(
advisor-os/presentation/browser/forge-sales-presentation-editable-preview.js	726	RUNTIME_OR_PLATFORM	TARGET	const action = event.target.closest(
advisor-os/presentation/browser/forge-sales-presentation-export-adapter.js	10	RUNTIME_OR_PLATFORM	TARGET,WEIGHT	function buildSalesPresentationPrintableHtml({reviewState}={}){assertReady(reviewState);const slides=reviewState.slides.map(slide=>`<section class="slide"><small>Diapositiva ${slide.position}</small><h1>${esc(slide.title)}</h1>${slide.purpose?`<p>${esc(slide.purpose)}</p>`:""}<div class="facts">${(s
advisor-os/presentation/browser/forge-sales-presentation-export-adapter.js	11	RUNTIME_OR_PLATFORM	TARGET	function printSalesPresentationToPdf({reviewState,windowRef=globalThis.window}={}){const html=buildSalesPresentationPrintableHtml({reviewState});if(!windowRef?.open)throw new TypeError("Browser window required");const target=windowRef.open("","_blank");if(!target)throw new Error("Browser blocked pri
advisor-os/presentation/browser/forge-sales-presentation-prompt-builder.js	111	RUNTIME_OR_PLATFORM	RANKING,TARGET	"7. Nunca uses motivaciones personales del asesor, metas del asesor, comisiones, bonos, ranking o coaching del manager.",
advisor-os/presentation/browser/forge-sales-presentation-review-state-store.js	15	RUNTIME_OR_PLATFORM	TARGET	function updateSalesPresentationSlide(slideId,patch={}){if(!state)throw new Error("No review session");if(!isObj(patch))throw new TypeError("patch must be an object");const allowed=new Set(["title","purpose","notes"]);for(const key of Object.keys(patch))if(!allowed.has(key))throw new TypeError(`Fiel
advisor-os/presentation/browser/forge-sales-presentation-slide-plan-generator.js	199	RUNTIME_OR_PLATFORM	TARGET	label: "Objetivo",
advisor-os/presentation/browser/forge-sales-presentation-slide-plan-generator.js	211	RUNTIME_OR_PLATFORM	TARGET	"Objetivo y contexto documentados",
advisor-os/presentation/browser/forge-sales-presentation-slide-plan-generator.js	220	RUNTIME_OR_PLATFORM	TARGET	label: "Objetivo del cliente",
advisor-os/prospecting/close-readiness-engine.js	15	RUNTIME_OR_PLATFORM	SCORE	let score = 0;
advisor-os/prospecting/close-readiness-engine.js	18	RUNTIME_OR_PLATFORM	SCORE	score += 25;
